lung_t_cell_0	lung_t_cell_1	lung_t_cell_2	lung_t_cell_3	lung_t_cell_4	lung_t_cell_5	lung_t_cell_6
NOL7	0	0	0	0	0	0.480984863628088	0
PIGF	0	0	0	0	0	0.273486024233108	0
MAP1S	0	0	0	0	0	0.263876569905957	0
INO80C	0	0	0	0	0	0.319366608654503	0
MIEF1	0	0	0	0	0	0.611624281935802	0
SSBP1	0	0	0	0	0	0.575293936235282	0
RNPS1	0	0	0	0	0	0.590870670110359	0
TMEM101	0	0	0	0	0	0.699096912963978	0
INO80E	0	0	0	0	0	0.458406363648754	0
TTC7A	0	0	0	0	0	0.395340217658553	0
CCDC47	0	0	0	0	0	0.259083612504642	0
YWHAE	0	0	0	0	0	0.82680356601643	0.351471514188824
SNHG17	0	0	0	0	0	0.499998292968288	0
RALY	0	0	0	0	0	0.692999299107225	0.430114869417051
PMM2	0	0	0	0	0	0.587647592093683	0
CAD	0	0	0	0	0	0.389915098266274	0
UQCRFS1	0	0	0	0	0	0.547539971440396	0
EIF5AL1	0	0	0	0	0	0.630346493325824	0.269962352275054
ATP5H	0	0	0	0	0	0.617200357545119	0
H2AFX	0	0	0	0	0	0.3528713405014	0.285793241903012
NRD1	0	0	0	0	0	0.283943490557616	0
PHAX	0	0	0	0	0	0.279595741900988	0.529669786749078
CFDP1	0	0	0	0	0	0.537444297105482	0
C14orf2	0	0	0	0	0	0.414024450982894	0
BUB3	0	0	0	0	0	0.653601605752026	0
ARPP19	0	0	0	0	0	0.460539977946964	0
TMEM258	0	0	0	0	0	0.59509997156924	0
SF3B6	0	0	0	0	0	0.446513049584352	0.730679541480561
SMARCAD1	0	0	0	0	0	0.600944150514003	0
CCBL2	0	0	0	0	0	0.350258164593589	0
HNRNPA1P10	0	0	0	0	0	0.485518742289579	0
SCO1	0	0	0	0	0	0.461386948977844	0
C1orf35	0	0	0	0	0	0.279106722427343	0
ZNF593	0	0	0	0	0	0.593178452931405	0
DUSP22	0	0	0	0	0	0.292443913058597	0
MLX	0	0	0	0	0	0.337283359018887	0
SRI	0	0	0	0	0	0.57697135597784	0
ING2	0	0	0	0	0	0.428844146387885	0
BRD8	0	0	0	0	0	0.648139285185078	0
RPP14	0	0	0	0	0	0.626095625499283	0
PTOV1	0	0	0	0	0	0.604552222014868	0
ALKBH3	0	0	0	0	0	0.981843248672913	0
MTG1	0	0	0	0	0	0.400454192466578	0
KHDRBS1	0	0	0	0	0	0.438554205602519	0
SLC35B4	0	0	0	0	0	0.769696844708509	0
MYEOV2	0	0	0	0	0	0.432519348650881	0
WDR83OS	0	0	0	0	0	0.431492308473614	0
VRK2	0	0	0	0	0	0.567470173076189	0
MRPL2	0	0	0	0	0	0.64667773006206	0
TTL	0	0	0	0	0	0.986157918747785	0
NASP	0	0	0	0	0	0.394875029995796	0
TPMT	0	0	0	0	0	0.414191587874522	0
PSMB1	0	0	0	0	0	0.710593295801928	0
LAMTOR1	0	0	0	0	0	0.42016245464802	0
C14orf142	0	0	0	0	0	0.403479039135748	0
INTS9	0	0	0	0	0	0.607788971761324	0
OAZ2	0	0	0	0	0	0.473564192680777	0
SRSF1	0	0	0	0	0	0.260499247960763	0
FLYWCH2	0	0	0	0	0	0.343647459257867	0
ACOT8	0	0	0	0	0	0.408105714687639	0
MDM2	0	0	0	0	0	0.376261317678013	0
NDUFB11	0	0	0	0	0	0.536405829508142	0
VDAC2	0	0	0	0	0	0.325191205479281	0
TATDN3	0	0	0	0	0	0.415267935006193	0
TNIP3	0	0	0	0	0	0.408397975121078	0
SAP30BP	0	0	0	0	0	0.361610781066322	0
CCT7	0	0	0	0	0	0.705047006430166	0
GTF2H3	0	0	0	0	0	0.349152618474995	0
LRTOMT	0	0	0	0	0	0.638263451178381	0
APIP	0	0	0	0	0	0.284208847070346	0
C2CD3	0	0	0	0	0	0.444924331966633	0
ZDHHC6	0	0	0	0	0	0.274037420659062	0
MFNG	0	0	0	0	0	0.394727557207974	0
PIAS4	0	0	0	0	0	0.308502851889521	0
MRPL34	0	0	0	0	0	0.542509993064242	0
COX6C	0	0	0	0	0	0.619852781694984	0.339384533822535
ZDHHC24	0	0	0	0	0	0.255959422508834	0
SLC35B2	0	0	0	0	0	0.352961093108576	0
SLC4A2	0	0	0	0	0	0.267759083766538	0
COX15	0	0	0	0	0	0.296829128342944	0
HNRNPDL	0	0	0	0	0	0.613675424462869	0
POTEM	0	0	0	0	0	0.394676710133202	0.561401320513319
HN1	0	0	0	0	0	0.571076914682421	0
KIAA0232	0	0	0	0	0	0.504686007108669	0
YTHDF1	0	0	0	0	0	0.296263341387718	0
PSMA7	0	0	0	0	0	0.670694183670172	0
TUBGCP3	0	0	0	0	0	0.425844425453229	0
EIF3J	0	0	0	0	0	0.513371734104995	0
MAGOH	0	0	0	0	0	0.449974382119777	0
UFC1	0	0	0	0	0	0.384571312531504	0
TIMM44	0	0	0	0	0	0.458722640729778	0
ATPAF2	0	0	0	0	0	0.26994342053322	0
SNRPD2	0	0	0	0	0	0.69838407254937	0
CCT6A	0	0	0	0	0	0.549056089520048	0
ZNF22	0	0	0	0	0	0.296626836793429	0
NSA2	0	0	0	0	0	0.284166918049337	0.640130650398722
KAT5	0	0	0	0	0	0.543573894279414	0
LTA	0	0	0	0	0	0.73878967374771	0
GPS2	0	0	0	0	0	0.411200019657857	0.681923135650536
UQCR10	0	0	0	0	0	0.41959729422936	0
PCYT1A	0	0	0	0	0	0.74635288865101	0
PPP3CB	0	0	0	0	0	0.389407682039554	0
NDUFS7	0	0	0	0	0	0.45194591169668	0.508531515855396
RFX5	0	0	0	0	0	0.446005901998432	0
TBC1D10B	0	0	0	0	0	0.531810735584046	0
SDHA	0	0	0	0	0	0.299024278135817	0
PIBF1	0	0	0	0	0	0.327636423695802	0
ZFYVE19	0	0	0	0	0	0.716309829658549	0
MEMO1	0	0	0	0	0	0.572518489637715	0.591191678726684
SEC22B	0	0	0	0	0	0.366509274635201	0.478841543201346
EIF3M	0	0	0	0	0	0.605494198145838	0
PSMB4	0	0	0	0	0	0.564363498258212	0
SP2	0	0	0	0	0	0.319938988692301	0
NDUFB10	0	0	0	0	0	0.543318600941091	0
HNRNPA1	0	0	0	0	0	0.606090248382891	0
COPS8	0	0	0	0	0	0.341350388086959	0
LRRFIP2	0	0	0	0	0	0.282441351165041	0
TMEM14B	0	0	0	0	0	0.251259495638743	0
TATDN1	0	0	0	0	0	0.610686643415131	0
DRAP1	0	0	0	0	0	0.533486449123877	0.794367940994446
COX6A1	0	0	0	0	0	0.645126957919574	0
SNX4	0	0	0	0	0	0.420037425359165	0
BAZ1B	0	0	0	0	0	0.58481311189874	0
COG4	0	0	0	0	0	0.477718650493208	0
TTI1	0	0	0	0	0	0.556824266374776	0
ASL	0	0	0	0	0	0.736986676949533	1.25605684294127
C21orf33	0	0	0	0	0	0.289262528856419	0
POMZP3	0	0	0	0	0	0.278043352885658	0
SLC5A6	0	0	0	0	0	0.52214999582084	0
HM13	0	0	0	0	0	0.256517448161869	0.326764175160632
NUP88	0	0	0	0	0	0.40823256380213	0
MRPL20	0	0	0	0	0	0.317652065897538	0
NDUFB2	0	0	0	0	0	0.552583367374587	0.558920042250953
SF3B4	0	0	0	0	0	0.281993795807678	0
FIP1L1	0	0	0	0	0	0.266682359189629	0
RWDD1	0	0	0	0	0	0.40007898936891	0
PDCD6	0	0	0	0	0	0.347586014310683	0
ERO1A	0	0	0	0	0	0.286660044286979	0
APOBEC3F	0	0	0	0	0	1.12748572617919	1.16760214685958
DDX59	0	0	0	0	0	0.284469849228866	0
SLC35A2	0	0	0	0	0	0.34832148441506	0
DVL2	0	0	0	0	0	0.618738564986079	0
DIMT1	0	0	0	0	0	0.474226424061393	0
COMT	0	0	0	0	0	0.29134177246737	0
RAD17	0	0	0	0	0	0.575638161632477	0
NOL10	0	0	0	0	0	0.255003058581669	0
ANKRD26	0	0	0	0	0	0.455546989859452	0
ATP5D	0	0	0	0	0	0.483716628624379	0
PISD	0	0	0	0	0	0.761321542292297	0
RCL1	0	0	0	0	0	0.272951262028597	0
RSPRY1	0	0	0	0	0	0.29727030046896	0
FBXL18	0	0	0	0	0	0.824170336977756	0
TRIM21	0	0	0	0	0	0.52564664695407	0
ADRM1	0	0	0	0	0	0.507058621071525	0
RAC1	0	0	0	0	0	0.541292254738206	0
ARSB	0	0	0	0	0	1.20815245126376	0
GTF3C3	0	0	0	0	0	0.475422936838601	0
FAM98A	0	0	0	0	0	0.363584424796587	0
ROMO1	0	0	0	0	0	0.278668317053034	0.765540653317463
BTBD6	0	0	0	0	0	0.3502824553932	0
NDUFB4	0	0	0	0	0	0.403219961782935	0
USMG5	0	0	0	0	0	0.628946861272972	0
FLVCR1	0	0	0	0	0	1.054610691656	0
POLR1C	0	0	0	0	0	0.326660597820262	0
GEMIN8	0	0	0	0	0	0.793648937479057	0
PCYT2	0	0	0	0	0	0.67363020643603	0
C1orf43	0	0	0	0	0	0.354928211181353	0
ANXA2P2	0	0	0	0	0	0.45334095392277	0
C11orf30	0	0	0	0	0	0.310987647298372	0
LAMTOR5	0	0	0	0	0	0.31146854333327	0
ATP5I	0	0	0	0	0	0.536824752698084	0
WDR55	0	0	0	0	0	0.58179058122566	0
VPS33A	0	0	0	0	0	0.471785599787214	0
PTPN7	0	0	0	0	0	0.42020493683986	0
SH3GLB2	0	0	0	0	0	0.273578609286131	0.786957554135865
PTBP1	0	0	0	0	0	0.269916422877529	0
PAX8-AS1	0	0	0	0	0	0.681589828319999	0
PSMB8-AS1	0	0	0	0	0	0.373308461510999	0.460628153467844
SDF2L1	0	0	0	0	0	0.33123072896207	0.969455483717208
SLC39A4	0	0	0	0	0	0.421804039282128	0
AAGAB	0	0	0	0	0	0.413350851588034	0
HSDL2	0	0	0	0	0	0.27168233123137	0
PLAGL2	0	0	0	0	0	0.32253009897463	0
RMDN1	0	0	0	0	0	0.665376119045505	0
NOC3L	0	0	0	0	0	0.494796393816916	0
KRR1	0	0	0	0	0	0.265574341461693	0
OSTC	0	0	0	0	0	0.36379171449461	0
TARBP2	0	0	0	0	0	0.420114758074653	0
GALNT2	0	0	0	0	0	0.259933126308225	0.812615651394526
MIF-AS1	0	0	0	0	0	0.453329605276916	0.331433260119729
GRPEL2	0	0	0	0	0	0.7986966548819	0
EPT1	0	0	0	0	0	0.451764520641991	0
ARFIP2	0	0	0	0	0	0.27161660167806	0
SCLT1	0	0	0	0	0	0.688685790542257	0
LYRM2	0	0	0	0	0	0.322856846534318	0
TM2D2	0	0	0	0	0	0.268418514103809	0
DENR	0	0	0	0	0	0.79629829493117	0
LARP4	0	0	0	0	0	0.554782193505521	0
PEMT	0	0	0	0	0	0.470071431969179	0
SPTLC1	0	0	0	0	0	0.279620346727922	0
POLH	0	0	0	0	0	0.33011446180037	0
CENPB	0	0	0	0	0	0.865491681153203	0
YBX1	0	0	0	0	0	0.547321702069294	0
GRIPAP1	0	0	0	0	0	0.356023136202677	0
SPCS3	0	0	0	0	0	0.264872665648858	0
PPAP2A	0	0	0	0	0	0.482083848858391	0
NIF3L1	0	0	0	0	0	0.611594540626876	0
MIR155HG	0	0	0	0	0	1.10204122467312	0
TMEM165	0	0	0	0	0	0.311882300927614	0
IRF5	0	0	0	0	0	0.266405493526792	0
SLC35B3	0	0	0	0	0	0.462433058625615	0
FANCL	0	0	0	0	0	1.26495481745907	0
CHST7	0	0	0	0	0	0.304439310619416	0
CTU2	0	0	0	0	0	0.32179596516107	0
C9orf114	0	0	0	0	0	0.452374958974858	0
IL10RB	0	0	0	0	0	0.286592710399003	0
NFE2L1	0	0	0	0	0	0.991663362678681	0
MINOS1	0	0	0	0	0	0.370460221213868	0
NDUFA11	0	0	0	0	0	0.284445673516535	0
GADD45GIP1	0	0	0	0	0	0.359590588710159	0
SPCS2	0	0	0	0	0	0.326162014498496	0.443075181748934
EDEM2	0	0	0	0	0	0.262214069758553	0
TMEM223	0	0	0	0	0	0.334723190531494	0
BCKDHA	0	0	0	0	0	0.254878801195518	1.04334130172284
LAT	0	0	0	0	0	0.373466167579992	0
SUPT4H1	0	0	0	0	0	0.276337893393427	0
SLCO4A1	0	0	0	0	0	0.588138738863486	0
LINC01550	0	0	0	0	0	0.286712106264603	0
SRPRB	0	0	0	0	0	0.333821759925543	0
LIN54	0	0	0	0	0	0.378341380626602	0
SUMO2	0	0	0	0	0	0.562177213126541	0
LSM12	0	0	0	0	0	0.264541519561331	0
FTSJ3	0	0	0	0	0	0.383226022687091	0
EOGT	0	0	0	0	0	0.342506818866882	0
CORO2A	0	0	0	0	0	0.53873072559257	0
NFKBIB	0	0	0	0	0	0.347947179570928	0
RABL3	0	0	0	0	0	0.663980502510977	0
CRYZ	0	0	0	0	0	0.478806291389482	0
GLT8D1	0	0	0	0	0	0.257850892228918	0
UBA5	0	0	0	0	0	0.332503319849126	0
KRAS	0	0	0	0	0	0.424256655559529	0
NOM1	0	0	0	0	0	0.254677937343581	0
KLHL7	0	0	0	0	0	0.656883040580815	0
PSMA3	0	0	0	0	0	0.668219855561656	0
PKIA	0	0	0	0	0	0.684903532465043	0
EMC2	0	0	0	0	0	0.483197003315337	0
ARMC10	0	0	0	0	0	0.380720781001723	0
KIAA0141	0	0	0	0	0	0.528255539184326	0
TMEM39B	0	0	0	0	0	0.324733892357732	0
NUDC	0	0	0	0	0	0.406343594193505	0
SEPT11	0	0	0	0	0	0.264752303758736	0
ZNF706	0	0	0	0	0	0.416963372677005	0
TBP	0	0	0	0	0	0.599101376460491	0
SRSF9	0	0	0	0	0	0.571192798159199	0
DEAF1	0	0	0	0	0	0.315769290312621	0
PI4K2B	0	0	0	0	0	0.478547959793052	0
RITA1	0	0	0	0	0	0.492962214365754	0
PIGC	0	0	0	0	0	0.504977724269422	0
GMPPA	0	0	0	0	0	0.313840348119951	0
SLC9A7	0	0	0	0	0	0.257174915218978	0
C7orf26	0	0	0	0	0	0.485646100542581	0
NOP14-AS1	0	0	0	0	0	0.364371952197478	0
SMPD4	0	0	0	0	0	0.587742536435683	0
PRDX5	0	0	0	0	0	0.437824868473016	0.4430043271502
PGD	0	0	0	0	0	0.377847000558099	0
RBM28	0	0	0	0	0	0.61436012970379	0
PROSER1	0	0	0	0	0	0.386522910172739	0
ABCB8	0	0	0	0	0	0.351171627409522	0
COG1	0	0	0	0	0	0.971006082041256	0
MIR16-2	0	0	0	0	0	0.59024747688021	0
BAG1	0	0	0	0	0	0.255220169426212	0
ODF3B	0	0	0	0	0	0.554401168956854	0
APTX	0	0	0	0	0	0.381535315206747	0
LACTB2	0	0	0	0	0	0.261185006076235	0
GYG1	0	0	0	0	0	0.414253636965275	0
FBXO9	0	0	0	0	0	0.377084800842617	0
PSIP1	0	0	0	0	0	0.384016797250976	0
SRRD	0	0	0	0	0	0.371260640062123	0
NAGA	0	0	0	0	0	0.272008315397355	0
HIF1AN	0	0	0	0	0	0.299650142319579	0
C19orf53	0	0	0	0	0	0.380136153671467	0
ALDOA	0	0	0	0	0	0.683932531418254	0
RRS1	0	0	0	0	0	0.468108326400317	0
PGM2	0	0	0	0	0	0.370880175335377	0
ZSCAN16-AS1	0	0	0	0	0	0.430687806409433	0
STK11	0	0	0	0	0	0.454439406598945	0
TMEM120A	0	0	0	0	0	0.399868396007924	0
CUTC	0	0	0	0	0	0.515052077884726	0
ZMAT2	0	0	0	0	0	0.364917988779907	0
C1orf50	0	0	0	0	0	0.366710857483893	0
SURF6	0	0	0	0	0	0.278585146751476	0
WDR75	0	0	0	0	0	0.41895563076959	0
MCCC1	0	0	0	0	0	0.320359012491705	0
RNF34	0	0	0	0	0	0.300928997603129	0
NUMB	0	0	0	0	0	0.509219791035084	0
ADAT2	0	0	0	0	0	0.438943750177771	0
PSMD9	0	0	0	0	0	0.353584663782927	0
HNRNPC	0	0	0	0	0	0.536045062738729	0
C12orf29	0	0	0	0	0	0.314071763862718	0
DFFA	0	0	0	0	0	0.47637460003338	0
CIAO1	0	0	0	0	0	0.309541803508179	0
PTDSS1	0	0	0	0	0	0.305294880518002	0
ARHGDIA	0	0	0	0	0	0.329938812331679	0
COPS7A	0	0	0	0	0	0.501479271307596	0
AHI1	0	0	0	0	0	0.273309071430794	0.852507045462816
ARHGAP4	0	0	0	0	0	0.270157556758519	0
GTF3A	0	0	0	0	0	0.500204196709926	0
LOC101927156	0	0	0	0	0	0.332497128192335	0
ELP3	0	0	0	0	0	0.424233806157276	0
SEC11C	0	0	0	0	0	0.456761453556759	0
ITPK1	0	0	0	0	0	0.312735533992307	0
ABI2	0	0	0	0	0	0.359778606753375	0
COX7A2	0	0	0	0	0	0.549907297773833	0
FAM206A	0	0	0	0	0	0.810987606804899	0
KLHDC4	0	0	0	0	0	0.281603174011827	0
CDC25B	0	0	0	0	0	0.254525816956462	0
E2F6	0	0	0	0	0	0.250917378377063	0
CHCHD10	0	0	0	0	0	0.277505852837963	0
COX6B1	0	0	0	0	0	0.52201787956496	0
SLC25A12	0	0	0	0	0	0.34856886791214	0
ATF3	0	0	0	0	0	0.732176064092037	0
CCDC50	0	0	0	0	0	0.576103128280831	0
RALBP1	0	0	0	0	0	0.254346844404609	0
NDUFA13	0	0	0	0	0	0.425976204455627	0
MYL6	0	0	0	0	0	0.524463315999309	0
ORMDL3	0	0	0	0	0	0.492747314081746	0
DNAJB12	0	0	0	0	0	0.256106967808527	0
GABPA	0	0	0	0	0	0.560311432491836	0
SF3B5	0	0	0	0	0	0.314608166689774	0
SSB	0	0	0	0	0	0.365294758444726	0.309879998278555
HP1BP3	0	0	0	0	0	0.370765367964723	0
CHCHD2	0	0	0	0	0	0.521730396981968	0
CCT2	0	0	0	0	0	0.402157858985687	0
AGFG2	0	0	0	0	0	0.30857716789049	0
IFI16	0	0	0	0	0	0.355055989903344	0
POLR2J4	0	0	0	0	0	0.251780660032003	0
GHITM	0	0	0	0	0	0.277699522634071	0
CERS6	0	0	0	0	0	0.256461777843711	0
CDKN2D	0	0	0	0	0	0.390987802980919	0
VCPKMT	0	0	0	0	0	0.361401455468378	0
SRGAP2C	0	0	0	0	0	0.87645954068945	0
ARHGEF39	0	0	0	0	0	0.814857959323259	0
TRAF3IP3	0	0	0	0	0	0.292996626432633	0
NDUFB8	0	0	0	0	0	0.366126699804057	0
WRAP73	0	0	0	0	0	0.287489845747777	0
TPM3	0	0	0	0	0	0.470663918151958	0
TRAPPC13	0	0	0	0	0	0.367524479655047	0
CLIC1	0	0	0	0	0	0.478463105633475	0
PTS	0	0	0	0	0	0.416475941259095	0
PPAT	0	0	0	0	0	0.361276840163682	0
PSMD5	0	0	0	0	0	0.26647530850782	0
RBM8A	0	0	0	0	0	0.318140348794647	0
GNB1	0	0	0	0	0	0.308788330764197	0
AIM2	0	0	0	0	0	0.514574232709681	0
NQO1	0	0	0	0	0	0.401545758063184	0
PSMD11	0	0	0	0	0	0.400403205391636	0
EEFSEC	0	0	0	0	0	0.305166599218703	0
APOL2	0	0	0	0	0	0.438014732708305	0
GNG10	0	0	0	0	0	0.296925504604185	0
REEP5	0	0	0	0	0	0.277270770999146	0
LINC00426	0	0	0	0	0	0.264037863749723	0
NEDD8	0	0	0	0	0	0.346637587337008	0.276386540555239
IFI30	0	0	0	0	0	0.54041410555522	0
EIF3H	0	0	0	0	0	0.252535518239325	0
WDR53	0	0	0	0	0	0.321394420729297	0
CCDC9	0	0	0	0	0	0.268212065101324	0
ARPC3	0	0	0	0	0	0.470184147804554	0
COX7B	0	0	0	0	0	0.285250126969117	0
PSME1	0	0	0	0	0	0.440966533674186	0
SUB1	0	0	0	0	0	0.590682182087635	0
MGC72080	0	0	0	0	0	0.267104733582899	0
FCHO1	0	0	0	0	0	0.296604282350502	0
SPCS1	0	0	0	0	0	0.327821011187045	0
TIGAR	0	0	0	0	0	0.260978561170594	0
PEA15	0	0	0	0	0	0.374042775657216	0
COPE	0	0	0	0	0	0.452731921076543	0
PPP2R2D	0	0	0	0	0	0.343011056585863	0
BRK1	0	0	0	0	0	0.273652332285451	0
SDAD1	0	0	0	0	0	0.306107322681817	0
PGS1	0	0	0	0	0	0.302773017617241	0
POLR2L	0	0	0	0	0	0.251922998182295	0
MFSD12	0	0	0	0	0	0.332457457401794	0
GIMAP2	0	0	0	0	0	0.286778719909111	0
NAP1L1	0	0	0	0	0	0.40374769693806	0
QTRTD1	0	0	0	0	0	0.437680890445764	0
ATP5L	0	0	0	0	0	0.45709448486113	0
RABL2B	0	0	0	0	0	0.313399166821096	0
TRIM37	0	0	0	0	0	0.27844001059213	0
UBXN4	0	0	0	0	0	0.281429741002041	0
SUMO1	0	0	0	0	0	0.31414089584532	0
GTF2A1	0	0	0	0	0	0.280306911615748	0
MTFMT	0	0	0	0	0	0.638223102645034	0
ABRACL	0	0	0	0	0	0.311941834292699	0
NPM1	0	0	0	0	0	0.602195069629857	0
SERBP1	0	0	0	0	0	0.419903182961618	0.339760723464072
EIF3E	0	0	0	0	0	0.398574934444276	0
THRAP3	0	0	0	0	0	0.349199771383756	0
ARNT	0	0	0	0	0	0.379125903969473	0
PACSIN2	0	0	0	0	0	0.336661343789124	0
WDR43	0	0	0	0	0	0.280439618370244	0
ANKRD52	0	0	0	0	0	0.381165998973319	0
TSPO	0	0	0	0	0	0.272871819504737	0
UHRF1BP1L	0	0	0	0	0	0.58944622533366	0
LSP1	0	0	0	0	0	0.50891392613024	0
CWF19L2	0	0	0	0	0	0.363081021817158	0
ATP5B	0	0	0	0	0	0.509146240084347	0
ANXA2	0	0	0	0	0	0.561336348815284	0
GBP3	0	0	0	0	0	0.385590303156632	0
LCLAT1	0	0	0	0	0	0.282943412190437	0
GRAMD3	0	0	0	0	0	0.40198543051601	0
NDUFA1	0	0	0	0	0	0.254842912395509	0
GMFG	0	0	0	0	0	0.334544094830019	0
NRDE2	0	0	0	0	0	0.935312307351145	0.707753064059726
ACACA	0	0	0	0	0	0.320838274893394	0
DCAF10	0	0	0	0	0	0.366051743960911	0
NDUFA4	0	0	0	0	0	0.344280120810369	0
UBL5	0	0	0	0	0	0.43649298021153	0.57859300161326
SLC25A3	0	0	0	0	0	0.392008284956772	0
TCEB2	0	0	0	0	0	0.345737047913322	0
ATP5G2	0	0	0	0	0	0.388294693969976	0
HARS2	0	0	0	0	0	0.312439652165983	0
SMG6	0	0	0	0	0	0.324014539487578	0
EPB41L4A-AS1	0	0	0	0	0	0.475497557640881	0
PXK	0	0	0	0	0	0.264796027302136	0
DHX16	0	0	0	0	0	0.278199093274835	0
CYB5D2	0	0	0	0	0	0.493642117634753	0
CYP2R1	0	0	0	0	0	0.445358933614846	0
CEP83	0	0	0	0	0	0.696088558106362	0
DLEU1	0	0	0	0	0	0.501320243630393	0
DNAJC13	0	0	0	0	0	0.525569153381977	0
SURF1	0	0	0	0	0	0.296140809982619	0
TPRA1	0	0	0	0	0	0.378694148696345	0
ZDHHC16	0	0	0	0	0	0.756848418802779	0
NFU1	0	0	0	0	0	0.400446094626149	0
GPATCH11	0	0	0	0	0	0.724842495513739	0
POU2F1	0	0	0	0	0	0.324838283090239	0
ASPSCR1	0	0	0	0	0	0.350046508315134	0
RHOA	0	0	0	0	0	0.37864942370351	0
PRKACA	0	0	0	0	0	0.285491567298449	0
EXOC6	0	0	0	0	0	0.34630197036908	0
RAB4A	0	0	0	0	0	0.419694749226286	0
TSPAN3	0	0	0	0	0	0.334829997576698	0
CABIN1	0	0	0	0	0	0.507169693091995	0
H3F3A	0	0	0	0	0	0.357610043026128	0
PTMA	0	0	0	0	0	0.2834801783305	0
NACA	0	0	0	0	0	0.400567000317846	0
SRP14	0	0	0	0	0	0.32503771402138	0
GFM1	0	0	0	0	0	0.399708885730377	0
CHKB	0	0	0	0	0	0.261695750306622	0
RAB3IP	0	0	0	0	0	0.418138034818988	0
RNF216P1	0	0	0	0	0	0.386931627254899	0
CAPZA1	0	0	0	0	0	0.305261787661481	0
ING1	0	0	0	0	0	0.270451707305424	0
WDFY1	0	0	0	0	0	0.428029938590593	0
MUM1	0	0	0	0	0	0.294990725021621	0
CCNT2	0	0	0	0	0	0.270092164345019	0.578368682402596
COX4I1	0	0	0	0	0	0.284118759119444	0
PGK1	0	0	0	0	0	0.290323319678913	0
ARHGAP10	0	0	0	0	0	0.366086041800888	0
ATP5E	0	0	0	0	0	0.318824732483761	0
GADD45G	0	0	0	0	0	0.257863014741239	0
TMSB10	0	0	0	0	0	0.281646407883278	0
BTF3	0	0	0	0	0	0.329143121286532	0
RGS16	0	0	0	0	0	0.412292188688586	0
NCL	0	0	0	0	0	0.360470284432143	0
B4GALT5	0	0	0	0	0	0.349167587433047	0
CDC42	0	0	0	0	0	0.29900573511632	0
NOCT	0	0	0	0	0	0.30974888857208	0
TMSB4X	0	0	0	0	0	0.254665638874242	0
TRAF4	0	0	0	0	0	0.410535607338089	0
RRAGC	0	0	0	0	0	0.337734800166439	0
ADGRG3	0	0	0	0	0	0	4.71580507011914
KIR2DL4	0	0	0	0	0	0	3.49993522588074
KLRC1	0	0	0	0	0	0	3.26782636950876
LINC00996	0	0	0	0	0	0	4.23505546836489
XCL1	0	0	0	0	0	0	2.66508784628247
SPRY2	0	0	0	0	0	0	2.62108191753479
KRT86	0	0	0	0	0	0	2.83062130127413
XCL2	0	0	0	0	0	0	2.97993772410489
NCAM1	0	0	0	0	0	0	2.49674892447622
KLRC2	0	0	0	0	0	0	1.96118110253883
ATP8B4	0	0	0	0	0	0	1.87975426585908
KLRC3	0	0	0	0	0	0	2.0473125917541
IRF8	0	0	0	0	0	0	2.1751162036855
SYK	0	0	0	0	0	0	2.59105484428238
NCR1	0	0	0	0	0	0	1.90076766857061
PIK3AP1	0	0	0	0	0	0	1.78150166875551
FAM49A	0	0	0	0	0	0	2.53320782941425
TXK	0	0	0	0	0	0	1.43541747798371
MCTP2	0	0	0	0	0	0	1.62692598918376
SPAG1	0	0	0	0	0	0	1.3536225613176
IFITM3	0	0	0	0	0	0	2.36534590042188
MFGE8	0	0	0	0	0	0	1.72540672875461
LAT2	0	0	0	0	0	0	1.80792338756981
ZNF683	0	0	0	0	0	0	2.22414132118874
ZFHX3	0	0	0	0	0	0	2.23214237687959
PLCG2	0	0	0	0	0	0	1.19353194460891
MMP25-AS1	0	0	0	0	0	0	0.824798659227323
CXXC5	0	0	0	0	0	0	1.79921419239441
CD244	0	0	0	0	0	0	1.48060086638871
CCL3	0	0	0	0	0	0	1.19074359636801
GTPBP8	0	0	0	0	0	0	1.59545688235466
SPRY1	0	0	0	0	0	0	1.29388262619616
MEF2A	0	0	0	0	0	0	1.57629626140728
TRG-AS1	0	0	0	0	0	0	1.25552119789578
RASGEF1B	0	0	0	0	0	0	1.21730371676335
ARRB1	0	0	0	0	0	0	1.43929450858659
TADA2A	0	0	0	0	0	0	2.1045822027613
TMIGD2	0	0	0	0	0	0	1.1334015203014
SRGAP3	0	0	0	0	0	0	1.21601147388891
RRAS2	0	0	0	0	0	0	1.29877882643387
IFITM1	0	0	0	0	0	0	0.66770959225743
BAZ2B	0	0	0	0	0	0	1.34493552236592
FLOT1	0	0	0	0	0	0	1.07793298417306
C8orf59	0	0	0	0	0	0	1.05122348008493
MAFF	0	0	0	0	0	0	1.05498194726123
LY6E	0	0	0	0	0	0	0.74067016035394
NR4A1	0	0	0	0	0	0	0.983075935095809
USP18	0	0	0	0	0	0	0.300075156006027
AGPAT4-IT1	0	0	0	0	0	0	0.767118308262757
IFI44L	0	0	0	0	0	0	1.12033948163288
TSC22D1	0	0	0	0	0	0	1.58792670462127
SLC39A10	0	0	0	0	0	0	1.10639418353324
SKAP2	0	0	0	0	0	0	0.874294082030372
NME6	0	0	0	0	0	0	0.998012403632671
SERPINB6	0	0	0	0	0	0	1.06359503143434
PYCARD	0	0	0	0	0	0	0.738529557248877
